Id,Pandal Name,Image Link,District,Locality,street,established,description,address,latitude,Maplink,website
101,Hindu Jagruti Sarvajanik Ganeshotsav Mandal,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=60,Thane,Kalwa,,1991,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","5XRC+2MW, Sahayog Mandir Path, Off Ram Maruti Road, Ghantali, Naupada, Thane West, Thane, Maharashtra 400602","19.192041577188583, 72.97134982884921","https://www.google.com/maps/place/Hindu+Jagruti+Sarvajanik+Ganeshotsav+Mandal,+Thane,+Estd.1991/@19.1880913,72.9661848,17z/data=!4m9!1m2!2m1!1sHindu+Jagruti+Sarvajanik+Ganeshotsav+Mandal!3m5!1s0x3be7b93c4dde90a9:0x2a2eb408d00bd841!8m2!3d19.1901197!4d72.9717075!15sCitIaW5kdSBKYWdydXRpIFNhcnZhamFuaWsgR2FuZXNob3RzYXYgTWFuZGFskgEWcmVsaWdpb3VzX29yZ2FuaXphdGlvbuABAA",NA
102,Thanyacha Raja ,https://www.ganapatibappa.com/wp-content/uploads/2014/07/2005-1.jpg,Thane,Thane West,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","5XW8+733, Narveer Tanaji Sarvajanik Ganeshotsav Mitra Mandal, Panch Pakhdi, Thane West, Thane, Maharashtra 400602","19.19592669194748, 72.96536424466353","https://www.google.com/maps/place/Thanyacha+Raja+(%E0%A4%A8%E0%A4%B0%E0%A4%B5%E0%A5%80%E0%A4%B0+%E0%A4%A4%E0%A4%BE%E0%A4%A8%E0%A4%BE%E0%A4%9C%E0%A5%80+%E0%A4%B8%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%B5%E0%A4%9C%E0%A4%A8%E0%A4%BF%E0%A4%95+%E0%A4%97%E0%A4%A3%E0%A5%87%E0%A4%B6%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B8%E0%A4%B5+%E0%A4%AE%E0%A4%82%E0%A4%A1%E0%A4%B3.)/@19.1956481,72.9629717,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7b91b15c0a5ef:0xab875669844b57a9!8m2!3d19.1956496!4d72.9651639",NA
103,Mahavishwacha Raja,https://hindupad.com/wp-content/uploads/Shivsena-Galli-Cha-Raja-2019-1.jpg,Thane,Thane West,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","2nd Floor, Mahavir Darshan and Vishwakarma Niwas, Padwal Nagar, Wagle Estate Thane(W, Thane, Maharashtra 400604","19.18999887333792, 72.95313531952313","https://www.google.com/maps/place/Mahavishwa+Mitra+Mandal+(Mahavishwacha+Raja)/@19.1897912,72.9506033,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7b91410b361ad:0xbc8797c9903f3692!8m2!3d19.1897861!4d72.952792",NA
104,Thanyacha Siddhidata Sarvajanik Ganeshotsav Mandal,https://lh3.googleusercontent.com/p/AF1QipOUVKkU5mf5pRJPOiPiPWbheJPtxUw23irFK5UA=w768-h768-n-o-v1,Thane,Thane West,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","Rd Number 3, Shivaji Nagar, Kisan Nagar 1, Thane West, Thane, Maharashtra 400604","19.187903083864807, 72.95238982876067","https://www.google.com/maps/place/Thanyacha+Siddhidata+Sarvajanik+Ganeshotsav+Mandal/@19.1878474,72.9494823,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7b901636d8557:0x4229748f19580006!8m2!3d19.1878423!4d72.951671",NA
105,Jay Bajrang Bal Mitra Mandal Wagle Cha Raja,https://english.cdn.zeenews.com/sites/default/files/2020/08/20/880424-ganesh-pix.jpg,Thane,Thane West,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","5XP3+PR7, Wagle Estate, Shivaji Nagar, Kisan Nagar 1, Thane West, Thane, Maharashtra 400080","19.186889182852408, 72.95547917663244","https://www.google.com/maps/place/jay+Bajrang+Bal+Mitra+Mandal+Wagle+Cha+Raja/@19.1868031,72.9523678,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7b9f27a720eb3:0x22b1593c6d7ffcb0!8m2!3d19.186799!4d72.9545567",NA
106,"SALPADEVI SADAN ""MULUND CHA MAHAGANPATI",https://lh3.googleusercontent.com/p/AF1QipPfgT7TDPMHPn1d08HWW3xJSBZicn-MXFHr3pft=w768-h768-n-o-v1,Thane,Mulund,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","D /006 salpadevi sadan, Purushottam Kheraj Rd, Mulund West, Mumbai, Maharashtra 400080","19.166536162379856, 72.9435974692421","https://www.google.com/maps/place/SALPADEVI+SADAN+%22MULUND+CHA+MAHAGANPATI%22%F0%9F%99%8F/@19.1664298,72.9407865,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7b97e13cca443:0x8adc154d54c15cca!8m2!3d19.1664247!4d72.9429752",NA
107,Azad Nagar Sarvajanik Ganeshostav Mandal,https://english.cdn.zeenews.com/sites/default/files/2020/08/20/880424-ganesh-pix.jpg,Thane,Mulund,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","11, Dargah Rd, Sonapur, Bhandup West, Mumbai, Maharashtra 400078","19.171974801959074, 72.95011560317225","https://www.google.com/maps/place/Azad+Nagar+Sarvajanik+Ganeshostav+Mandal/@19.0978599,72.8210263,12z/data=!4m9!1m2!2m1!1sAzad+Nagar+Sarvajanik+Ganeshostav+Mandal!3m5!1s0x3be7b8434e83cc05:0x12195f1896d45898!8m2!3d19.164379!4d72.9339378!15sCihBemFkIE5hZ2FyIFNhcnZhamFuaWsgR2FuZXNob3N0YXYgTWFuZGFskgEMaGluZHVfdGVtcGxl4AEA",NA
108,Lokmanya Aali,https://images.hindustantimes.com/rf/image_size_630x354/HT/p2/2019/09/06/Pictures/_88950930-d024-11e9-a264-bc92e50e5c68.jpg,Thane,Manpada,Khewara Rd,1920,"The mandal, which started in 1920, is one of the oldest Ganpati mandal and continues to have environment-friendly celebrations and decorations.This pandal at Lokmanya Aali in Thane has not changed its traditional way of celebrations in 100 years. Started by freedom fighter Lokmanya Tilak, it is the oldest in the city.","Lokmanya Aali road near Khewara rd,Manpada,Thane-west,Thane","19.19623743915774, 72.97536319679179","https://www.google.com/maps/place/Lokmanya+Aali,+Charai,+Thane+West,+Thane,+Maharashtra+400601/@19.1961007,72.9731745,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7b9236165d4a1:0xe3a8687316b5418c!8m2!3d19.1960956!4d72.9753632",NA
109,Ashtavinayak Mitra Mandal,https://english.cdn.zeenews.com/sites/default/files/2020/08/20/880424-ganesh-pix.jpg,Navi Mumbai,New Panvel,,2004,Its an organisation managed by youth and  has unique murtis.,"244C+29G, Sector 8, New Panvel East, Panvel, Navi Mumbai, Maharashtra 410206","19.00514231467515, 73.12093685948136","https://www.google.com/maps/place/7JFM244C%2B29G/@19.0050676,73.1187644,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x9fa5cb62d17adfcd!8m2!3d19.0050625!4d73.1209531",NA
110,Navsala Pavnara Raigadcha Raja,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=60,Navi Mumbai,Reshimbagh,,1996,It has unique illustrations and unique dramatic charasteristics of the animation.,"2436+CQ6, Sector 11, Khanda Colony, Panvel, Navi Mumbai, Maharashtra 410206","19.008147464565077, 73.10984932745345","https://www.google.com/maps/place/Navsala+Pavnara+Raigadcha+Raja/@19.0035398,73.1097165,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7e9f1745c4dab:0x870df1a20c245b8c!8m2!3d19.0035342!4d73.111923",NA
111,Panvel Cha Raja Chintamani,https://i.pinimg.com/736x/51/f4/88/51f4889e0a9bf607056072008803dbd1.jpg,Navi Mumbai,New Panvel,,2000,It has the majestic murti and people come from all over the place to seek blessings,"Plot no 42, behind Siciliano Cafe, Sector 4, New Panvel East, Panvel, Navi Mumbai, Maharashtra 410206","19.003226590184244, 73.11804717499179","https://www.google.com/maps/place/Panvel+Cha+Raja+Chintamani/@19.0026929,73.115877,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7e9fd50c1a80d:0xf486e58b1fa12336!8m2!3d19.0027042!4d73.1180603",NA
112,Sanmitra Ganeshotsav Mandal,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=60,Navi Mumbai,"New Panvel
",,2006,There is a huge celebration at nere and everyone comes together to celebrathe the ganapti festival.,"2569+HJW, Sonar Ali Rd, Nere, Maharashtra 410206","19.012074228522774, 73.1689568530222","https://www.google.com/maps/place/Sanmitra+Ganeshotsav+Mandal/@19.011491,73.1668969,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7e8da8ba7d2a1:0x4af81f4227f20b8c!8m2!3d19.0114859!4d73.1690856",NA
113,Varadvinayak samajik mandal,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=61,Navi Mumbai,"New Panvel
",,2010,This is a celebration of varad vinayak.,"Plot no. : 265, Sector. : 10, New Panvel East, Panvel, Navi Mumbai, Maharashtra 410206","19.002303886250782, 73.1234828837057","https://www.google.com/maps/place/varadvinayak+samajik+mandal/@19.0021482,73.1221754,17.5z/data=!4m9!1m2!2m1!1sVaradvinayak+samajik+mandal!3m5!1s0x3be7e9941944e299:0x1dc378611f253885!8m2!3d19.001636!4d73.1235673!15sChtWYXJhZHZpbmF5YWsgc2FtYWppayBtYW5kYWySARZyZWxpZ2lvdXNfb3JnYW5pemF0aW9u4AEA",NA
114,Shivlalkar Ganesh Utsav Mitra Mandal,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=62,Navi Mumbai,Koparkhairne,,1995,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","SS3-457, Sector 15 Kopar Khairane Rd, Sector 15, Kopar Khairane, Navi Mumbai, Maharashtra 400709","19.100666408823177, 73.0028286837057","https://www.google.com/maps/place/Shivlalkar+Ganesh+Utsav+Mitra+Mandal/@19.1001646,73.0006829,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7c138f2af34b5:0xa00f586da3244564!8m2!3d19.1001595!4d73.0028716",NA
115,Yuva Ganesh Utsav Mandal,http://www.yuvaganesh.in/images/photo-gallery/ganpati-2007.jpg,Navi Mumbai,Vashi,,1990,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","3XFP+9W9, Sector 8, Vashi, Navi Mumbai, Maharashtra 400703","19.074123786556797, 72.98744562973098","https://www.google.com/maps/place/Yuva+Ganesh+Utsav+Mandal/@19.0734191,72.9851711,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7c6c9f62ef10f:0xebfe079b596bb223!8m2!3d19.0734562!4d72.9873643",NA
116,Ekta Mitra Mandal Sanpada,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=60,Navi Mumbai,Sanpada,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","Sector 14, Sanpada, Navi Mumbai, Maharashtra 400705","19.06250932645784, 73.004162177985","https://www.google.com/maps/place/Ekta+Mitra+Mandal+Sanpada/@19.0734442,72.978605,15z/data=!4m9!1m2!2m1!1sEkta+Mitra+Mandal+Sanpada!3m5!1s0x3be7c1501df4bc5f:0xe53041ab61455459!8m2!3d19.0625466!4d73.0040864!15sChlFa3RhIE1pdHJhIE1hbmRhbCBTYW5wYWRhkgESeW91dGhfb3JnYW5pemF0aW9u4AEA",NA
117,   Vashicha Raja,https://images.app.goo.gl/gm5kW5cYsXkK4iUS9,Navi Mumbai,Vashi,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","Lokmanya Tilak vyapari sanghatana market, Liberty Housing Society, Sector 1, Vashi, Navi Mumbai, Maharashtra 400703","19.070799127088044, 72.99702621214809","https://www.google.com/maps/place/Vashicha+Raja,+Sarvajanik+ganeshotsav+mandal/@19.0707941,72.9947946,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7c14a55f2c18d:0xb734d12beffb2e86!8m2!3d19.0707591!4d72.9969808",NA
118,"Shiv Chhaya Mitra Mandal,Turbhe",https://media.gettyimages.com/photos/first-glimpse-of-shiv-chayya-mitra-mandal-one-of-the-oldest-ganpati-picture-id1032855448?s=594x594,Navi Mumbai,Vashi,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","32F8+G2F, Sector 20, Turbhe, Navi Mumbai, Maharashtra 400703","19.07384274631499, 73.01506232564184","https://www.google.com/maps/place/Shiv+Chhaya+Mitra+Mandal,Turbhe/@19.0727733,73.0085814,17z/data=!4m9!1m2!2m1!1sShiv+Chhaya+Mitra+Mandal,Turbhe!3m5!1s0x3be7c14069863fc9:0x133e0e6cdc728dd2!8m2!3d19.0738022!4d73.0150516!15sCh9TaGl2IENoaGF5YSBNaXRyYSBNYW5kYWwsVHVyYmhlkgEMaGluZHVfdGVtcGxl4AEA",NA
119,akhil diva airoli ganeshotsav mandal,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=60,Navi Mumbai,Airoli,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","Sector 8, Airoli, Navi Mumbai, Maharashtra 400708","19.14496799338833, 72.99281906797201","https://www.google.com/maps/place/akhil+diva+airoli+ganeshotsav+mandal/@19.0727733,73.0085814,17z/data=!4m5!3m4!1s0x3be7b8ab29c2c7f5:0x5c43c433fe38a824!8m2!3d19.1449376!4d72.9928298",NA
120,Sanpadyacha Maharaja Sarvajanik Ganesh Utsav,"https://maharashtratimes.com/thumb/height-470,width=630,msid-60259326/60259326.jpg",Navi Mumbai,Sanpada,,2001,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","B-51, St Nirankari Marg, Sector 10, Sanpada, Navi Mumbai, Maharashtra 400705","19.059648422837306, 73.01608591438922","https://www.google.com/maps/place/Sanpadyacha+Maharaja+Sarvajanik+Ganesh+Utsav/@19.0590248,73.0138543,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7c15dee073ce5:0xb36d868b887c694a!8m2!3d19.0590156!4d73.0160431",NA
121,"Vashicha Raja, Sarvajanik ganeshotsav mandal",https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=60,Navi Mumbai,Vashi,,2004,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","Lokmanya Tilak vyapari sanghatana market, Liberty Housing Society, Sector 1, Vashi, Navi Mumbai, Maharashtra 400703","19.07121487904481, 72.99672580699692","https://www.google.com/maps/place/Lokmanya+Tilak+vyapari+sanghatana+market,+Liberty+Housing+Society,+Sector+1,+Vashi,+Navi+Mumbai,+Maharashtra+400703/@19.0708234,72.9948677,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7c14a522ba4df:0xf1d4a0d1cd32d3a2!8m2!3d19.0708183!4d72.9970564",NA
122,Yuva Ganesh Utsav Mandal,http://www.yuvaganesh.in/images/photo-gallery/2009/1-big.jpg,Navi Mumbai,Vashi,Sector 8,2010,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","3XFP+9W9, Sector 8, Vashi, Navi Mumbai, Maharashtra 400703","19.07348686930259, 72.98736851236927","https://www.google.co.in/maps/place/19%C2%B004'24.6%22N+72%C2%B059'14.5%22E/@19.073492,72.9851798,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x352fedb03889d600!8m2!3d19.0734869!4d72.9873685?hl=en",http://www.yuvaganesh.in/
123,Ashtavinayak Mitra Mandal,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=60,Palghar,Vasai,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","raja, 100 feet cha, 100 Feet Rd, Vasai West, Vasai-Virar, Maharashtra 401202","19.38548353306036, 72.82254459256119","https://www.google.co.in/maps/place/Ashtavinayak+Mitra+Mandal/@19.3852305,72.8194118,16z/data=!4m9!1m2!2m1!1sraja,+100+feet+cha,+100+Feet+Rd,+Vasai+West,+Vasai-Virar,+Maharashtra+401202!3m5!1s0x3be7af938954d1bd:0x4eca598406bc3282!8m2!3d19.3850668!4d72.8233306!15sCkxyYWphLCAxMDAgZmVldCBjaGEsIDEwMCBGZWV0IFJkLCBWYXNhaSBXZXN0LCBWYXNhaS1WaXJhciwgTWFoYXJhc2h0cmEgNDAxMjAykgEMaGluZHVfdGVtcGxl4AEA?hl=en",NA
124,Vasai cha Maharaja,https://pbs.twimg.com/media/EcYmRcKU4AAvfR-.jpg,Palghar,Vasai,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","Chatrapati Shivaji Maharaj Chowk, Anand Nagar, Vasai-Virar, Maharashtra 401202","19.38067324649012, 72.83182849808065","https://www.google.co.in/maps/place/%E0%A4%B5%E0%A4%B8%E0%A4%88%E0%A4%9A%E0%A4%BE+%E0%A4%AE%E0%A4%B9%E0%A4%BE%E0%A4%B0%E0%A4%BE%E0%A4%9C%E0%A4%BE/@19.3804556,72.8290068,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7afb25761871b:0x94f51fc550a001fa!8m2!3d19.3804506!4d72.8311955?hl=en",NA
125,Bal Gopal Sarvajanik Maghi Ganesh Utsav Mandal,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=60,Palghar,Vasai,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","CR7G+4GQ, Pascol Nagar Cooperative Housing Society, Majhitia park, East, Achole Rd, Nalasopara East, Nala Sopara, Maharashtra 401209","19.413143553084907, 72.82714273061153","https://www.google.co.in/maps/place/Bal+Gopal+Sarvajanik+Maghi+Ganesh+Utsav+Mandal/@19.412845,72.8241601,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7a9486d4032ed:0x83dc147ba913ee14!8m2!3d19.41284!4d72.8263488?hl=en",NA
126,Shree Sainath Mitra Mandal,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=60,Palghar,Nalasopara,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","CR99+7QV, Near Railway station,Opposite Ganesh temple, Achole Rd, Nalasopara East, Nala Sopara, Maharashtra 401209","19.41858403020187, 72.82021034479024","https://www.google.co.in/maps/place/Shree+Sainath+Mitra+Mandal/@19.41824,72.8059625,15z/data=!4m9!1m2!2m1!1sShree+Sainath+Mitra+Mandal!3m5!1s0x3be7a9447c0aa9ed:0x64cd1ad074257961!8m2!3d19.4181893!4d72.8194331!15sChpTaHJlZSBTYWluYXRoIE1pdHJhIE1hbmRhbJIBFnJlbGlnaW91c19vcmdhbml6YXRpb27gAQA?hl=en",NA
127,Ostwalcha Vighnaharta,https://lh3.googleusercontent.com/p/AF1QipMN_DbuZXdg8KfEsgpU-NwjP64kxXbQ03-sJB_L=w960-h960-n-o-k-v1,Palghar,Nalasopara,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","Oswal Nagari, Nalasopara East, Nala Sopara, Maharashtra 401209","19.431737794284704, 72.81867714410576","https://www.google.co.in/maps/place/Ostwalcha+Vighnaharta/@19.4315101,72.8157267,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7a955b71270dd:0x6a4c48235ee27172!8m2!3d19.4315138!4d72.8179131?hl=en",https://ostwalcha-vighnaharta.business.site/
